"region";"subregion";"country_territory";"count";"year";"count_per_1000";"match_definition";"child_definition"
"Europe";"Southern Europe";"Albania";-1;2003;"";1;18
"Europe";"Southern Europe";"Albania";-1;2004;"";1;18
"Europe";"Southern Europe";"Albania";-1;2005;"";1;18
"Europe";"Southern Europe";"Albania";-1;2006;"";1;18
"Europe";"Southern Europe";"Albania";52;2007;"1,7";1;18
"Europe";"Southern Europe";"Albania";29;2008;"0,9";1;18
"Asia";"Western Asia";"Armenia";-1;2003;"";1;-1
"Asia";"Western Asia";"Armenia";-1;2004;"";1;-1
"Asia";"Western Asia";"Armenia";-1;2005;"";1;-1
"Asia";"Western Asia";"Armenia";-1;2006;"";1;-1
"Asia";"Western Asia";"Armenia";20;2007;"0,7";1;-1
"Asia";"Western Asia";"Armenia";46;2008;"1,5";1;-1
"Asia";"Western Asia";"Azerbaijan";-1;2003;"";1;18
"Asia";"Western Asia";"Azerbaijan";-1;2004;"";1;18
"Asia";"Western Asia";"Azerbaijan";-1;2005;"";1;18
"Asia";"Western Asia";"Azerbaijan";-1;2006;"";1;18
"Asia";"Western Asia";"Azerbaijan";174;2007;"2";1;18
"Asia";"Western Asia";"Azerbaijan";182;2008;"2,1";1;18
"Asia";"Western Asia";"Bahrain";-1;2003;"";1;18
"Asia";"Western Asia";"Bahrain";-1;2004;"";1;18
"Asia";"Western Asia";"Bahrain";-1;2005;"";1;18
"Asia";"Western Asia";"Bahrain";-1;2006;"";1;18
"Asia";"Western Asia";"Bahrain";63;2007;"8,3";1;18
"Asia";"Western Asia";"Bahrain";73;2008;"9,4";1;18
"Europe";"Eastern Europe";"Belarus";-1;2003;"";1;14
"Europe";"Eastern Europe";"Belarus";-1;2004;"";1;14
"Europe";"Eastern Europe";"Belarus";-1;2005;"";1;14
"Europe";"Eastern Europe";"Belarus";-1;2006;"";1;14
"Europe";"Eastern Europe";"Belarus";64;2007;"0,7";1;14
"Europe";"Eastern Europe";"Belarus";66;2008;"0,7";1;14
"Europe";"Western Europe";"Belgium";3354;2003;"32,5";1;18
"Europe";"Western Europe";"Belgium";3548;2004;"34,2";1;18
"Europe";"Western Europe";"Belgium";3560;2005;"34,2";1;18
"Europe";"Western Europe";"Belgium";3831;2006;"36,6";1;18
"Europe";"Western Europe";"Belgium";3744;2007;"35,6";1;18
"Europe";"Western Europe";"Belgium";3345;2008;"31,6";1;18
"Europe";"Eastern Europe";"Bulgaria";693;2003;"8,8";1;14
"Europe";"Eastern Europe";"Bulgaria";627;2004;"8";1;14
"Europe";"Eastern Europe";"Bulgaria";507;2005;"6,6";1;14
"Europe";"Eastern Europe";"Bulgaria";419;2006;"5,4";1;14
"Europe";"Eastern Europe";"Bulgaria";341;2007;"4,5";1;14
"Europe";"Eastern Europe";"Bulgaria";306;2008;"4";1;14
"Africa";"Middle Africa";"Cameroon";333;2003;"2";-1;-1
"Africa";"Middle Africa";"Cameroon";126;2004;"0,7";-1;-1
"Africa";"Middle Africa";"Cameroon";117;2005;"0,7";-1;-1
"Africa";"Middle Africa";"Cameroon";131;2006;"0,7";-1;-1
"Africa";"Middle Africa";"Cameroon";268;2007;"1,4";-1;-1
"Africa";"Middle Africa";"Cameroon";177;2008;"0,9";-1;-1
"Americas";"North America";"Canada";55;2003;"0,2";0;18
"Americas";"North America";"Canada";54;2004;"0,2";0;18
"Americas";"North America";"Canada";52;2005;"0,2";0;18
"Americas";"North America";"Canada";188;2006;"0,6";0;18
"Americas";"North America";"Canada";542;2007;"1,6";0;18
"Americas";"North America";"Canada";1379;2008;"4,1";0;18
"Americas";"South America";"Chile";845;2003;"5,3";1;18
"Americas";"South America";"Chile";1404;2004;"8,7";1;18
"Americas";"South America";"Chile";979;2005;"6";1;18
"Americas";"South America";"Chile";2649;2006;"16,1";1;18
"Americas";"South America";"Chile";-1;2007;"";1;18
"Americas";"South America";"Chile";-1;2008;"";1;18
"Europe";"Southern Europe";"Croatia";231;2003;"5,2";1;14
"Europe";"Southern Europe";"Croatia";262;2004;"5,9";1;14
"Europe";"Southern Europe";"Croatia";344;2005;"7,7";1;14
"Europe";"Southern Europe";"Croatia";298;2006;"6,7";1;14
"Europe";"Southern Europe";"Croatia";385;2007;"8,7";1;14
"Europe";"Southern Europe";"Croatia";421;2008;"9,5";1;14
"Europe";"Eastern Europe";"Czech Republic";1067;2003;"10,5";1;18
